customer_hash,R,F,M,cluster_id,cluster_name
f2a0d0af,213,1,67.34,0,Recent one-time
f8f06f0c,621,6,581.5,2,Loyal core (repeat buyers)
377a58c4,143,1,114.12,0,Recent one-time
37c0ac0c,50,2,174.21,2,Loyal core (repeat buyers)
0a4a8ef2,780,1,54.96,1,Lapsed one-time
6a40ccea,957,3,231.86,2,Loyal core (repeat buyers)
e4bb5c8b,798,1,56.6,1,Lapsed one-time
17fc8dff,830,1,38.15,1,Lapsed one-time
1afa27e0,902,1,38.51,1,Lapsed one-time
edaafb00,543,1,54.2,1,Lapsed one-time
da38d93e,305,1,111.31,0,Recent one-time
cbb96143,614,2,88.39,2,Loyal core (repeat buyers)
15f15462,831,1,67.09,1,Lapsed one-time
4d0b077b,754,1,97.96,1,Lapsed one-time
b91228c2,1022,1,86.7,1,Lapsed one-time
aa9366b0,869,1,50.28,1,Lapsed one-time
b4d0f43b,275,1,96.17,0,Recent one-time
3ac621b1,277,1,86.4,0,Recent one-time
641399e6,235,1,111.19,0,Recent one-time
e9bec25f,967,1,83.14,1,Lapsed one-time
f995effd,404,1,33.24,1,Lapsed one-time
85074211,879,1,47.84,1,Lapsed one-time
4ace4f71,398,1,56.45,0,Recent one-time
318d01d4,307,1,54.44,0,Recent one-time
0dbcb7d4,293,2,368.08,2,Loyal core (repeat buyers)
adbc5ac1,57,1,101.05,0,Recent one-time
d70ee6df,576,1,53.64,1,Lapsed one-time
f3712a21,512,2,215.63,2,Loyal core (repeat buyers)
a3dfa8ae,632,1,125.9,0,Recent one-time
d7428787,2,1,35.07,0,Recent one-time
3d8c9a5c,634,1,55.33,1,Lapsed one-time
61c3b8ac,598,1,141.23,0,Recent one-time
43c0a314,238,1,51.11,0,Recent one-time
a36336a8,529,1,55.97,1,Lapsed one-time
18c7f066,836,1,97.97,1,Lapsed one-time
54cb7309,582,1,85.28,1,Lapsed one-time
0fe9c6f3,283,1,74.68,0,Recent one-time
69f2d5ed,1073,1,133.79,1,Lapsed one-time
33bc457c,255,1,81.02,0,Recent one-time
3a1a1270,545,1,34.3,1,Lapsed one-time
3cb99b85,209,1,54.21,0,Recent one-time
cf4c0c73,535,3,321.43,2,Loyal core (repeat buyers)
2fc273fe,208,1,33.72,0,Recent one-time
f3f66f44,625,1,50.0,1,Lapsed one-time
71cbdf31,1019,1,87.32,1,Lapsed one-time
f492c000,597,1,55.19,1,Lapsed one-time
c7279de1,866,1,49.09,1,Lapsed one-time
5fd038eb,61,1,131.81,0,Recent one-time
bfbc075a,245,1,79.65,0,Recent one-time
2f1f796d,498,1,76.83,0,Recent one-time
be136530,430,1,33.14,1,Lapsed one-time
4e43bf90,523,1,113.73,0,Recent one-time
98881f68,309,1,278.03,0,Recent one-time
5462ecd9,29,1,90.9,0,Recent one-time
5f2a7dbe,1014,1,83.93,1,Lapsed one-time
925d854e,154,1,104.49,0,Recent one-time
dbaf608e,707,2,199.36,2,Loyal core (repeat buyers)
8523d7c6,586,1,48.93,1,Lapsed one-time
03613dae,852,2,133.05,2,Loyal core (repeat buyers)
f05ddbc8,59,2,68.76,2,Loyal core (repeat buyers)
83f56e34,903,1,55.32,1,Lapsed one-time
50b3b3ee,366,1,48.46,0,Recent one-time
bd476fdb,75,4,247.12,2,Loyal core (repeat buyers)
4eaa2da4,311,1,83.61,0,Recent one-time
79bcc31c,876,1,63.02,1,Lapsed one-time
edfdf038,1039,1,51.17,1,Lapsed one-time
52212188,923,1,54.61,1,Lapsed one-time
fc132d10,614,1,52.54,1,Lapsed one-time
45022cb9,1018,1,62.14,1,Lapsed one-time
45237bf9,87,1,98.22,0,Recent one-time
67fa17a0,605,1,94.16,1,Lapsed one-time
836441e0,577,1,55.12,1,Lapsed one-time
b2ee078f,567,1,54.2,1,Lapsed one-time
ea4dfd06,86,1,87.87,0,Recent one-time
5ef98493,267,1,104.92,0,Recent one-time
608d5350,207,1,49.64,0,Recent one-time
3c34029a,957,1,48.14,1,Lapsed one-time
5ce3a957,604,1,87.32,1,Lapsed one-time
2cf44fe2,55,1,131.68,0,Recent one-time
6c96f451,830,1,46.76,1,Lapsed one-time
6187c506,676,1,77.53,1,Lapsed one-time
3b7f9305,199,1,71.73,0,Recent one-time
e2a9f267,552,1,86.06,0,Recent one-time
1175fcec,1028,1,50.1,1,Lapsed one-time
73ae2bd5,263,1,55.55,0,Recent one-time
f715389c,214,1,66.76,0,Recent one-time
e9a8328c,881,1,45.78,1,Lapsed one-time
33176cd2,636,3,39.59,2,Loyal core (repeat buyers)
d9208add,554,1,54.31,1,Lapsed one-time
e551b767,27,1,53.92,0,Recent one-time
feff9248,226,1,96.36,0,Recent one-time
e9670f7f,573,1,54.05,1,Lapsed one-time
b12867b5,304,1,147.12,0,Recent one-time
02103f43,66,1,53.86,0,Recent one-time
05da6df5,393,1,81.42,0,Recent one-time
a76fd93c,131,1,74.26,0,Recent one-time
71ce41c3,1015,1,51.71,1,Lapsed one-time
98b0d727,407,3,321.91,2,Loyal core (repeat buyers)
9b7c698c,387,1,72.4,0,Recent one-time
0b66da7a,782,1,59.41,1,Lapsed one-time
2c1f7de9,25,1,55.18,0,Recent one-time
4fad3286,584,1,90.28,1,Lapsed one-time
e1b33fe0,788,1,82.78,1,Lapsed one-time
585597a9,33,1,102.16,0,Recent one-time
0eacf79f,750,1,114.71,1,Lapsed one-time
cf0cee54,1072,1,56.51,1,Lapsed one-time
89210f15,240,1,128.35,0,Recent one-time
874dc4f7,247,1,89.46,0,Recent one-time
97d11e35,227,1,37.8,0,Recent one-time
8be81d46,712,1,74.24,1,Lapsed one-time
a60d5ec5,450,1,54.28,0,Recent one-time
336c51c4,306,2,158.44,2,Loyal core (repeat buyers)
b4790afe,180,1,129.4,0,Recent one-time
e3e2d5be,792,1,88.78,1,Lapsed one-time
37c393b2,105,1,32.24,0,Recent one-time
cd008a0c,272,1,55.81,0,Recent one-time
68bd1bec,57,1,67.57,0,Recent one-time
53c75f7f,42,1,33.92,0,Recent one-time
8c9cd880,548,1,53.79,1,Lapsed one-time
c6cbfc94,217,1,90.23,0,Recent one-time
9674ffeb,583,2,175.36,2,Loyal core (repeat buyers)
704ca53d,696,1,34.15,1,Lapsed one-time
dcb76bfe,405,1,55.58,0,Recent one-time
fd7385c3,11,1,76.23,0,Recent one-time
50b8d591,624,1,185.88,0,Recent one-time
180bfac2,814,2,170.32,2,Loyal core (repeat buyers)
bb9f319f,107,1,33.14,0,Recent one-time
b5be9002,171,1,28.59,0,Recent one-time
833564b7,160,1,28.59,0,Recent one-time
13e06868,66,1,67.33,0,Recent one-time
11cefe76,4,1,21.44,0,Recent one-time
5b6c04a7,273,1,94.28,0,Recent one-time
684ac43a,822,1,55.49,1,Lapsed one-time
ced48470,535,1,56.66,1,Lapsed one-time
0edc6202,291,1,56.18,0,Recent one-time
f6998a8e,240,1,34.39,0,Recent one-time
fa9765fb,62,1,84.21,0,Recent one-time
7fdb762a,625,1,59.95,1,Lapsed one-time
32c28c24,195,3,259.46,2,Loyal core (repeat buyers)
8990595b,74,5,743.53,2,Loyal core (repeat buyers)
1bc25755,970,1,53.82,1,Lapsed one-time
ef5d45aa,582,1,34.25,1,Lapsed one-time
853e1b88,1067,1,51.17,1,Lapsed one-time
cf9cc3a3,1036,1,52.25,1,Lapsed one-time
7c6d4548,349,1,103.56,0,Recent one-time
e3fa6c41,108,1,79.65,0,Recent one-time
3c082e2f,630,1,52.83,1,Lapsed one-time
478e057b,218,1,87.99,0,Recent one-time
564ec25b,496,2,77.85,2,Loyal core (repeat buyers)
269b9931,559,1,54.1,1,Lapsed one-time
267516b9,568,1,120.38,0,Recent one-time
c5967024,1046,1,40.69,1,Lapsed one-time
bf3a8f21,780,1,54.58,1,Lapsed one-time
acefb991,795,1,96.5,1,Lapsed one-time
6b475ffb,14,1,118.9,0,Recent one-time
157a8edd,527,1,99.83,0,Recent one-time
a33625cd,874,1,46.73,1,Lapsed one-time
02947bcc,304,1,115.3,0,Recent one-time
9f20ab83,548,1,33.84,1,Lapsed one-time
61f2506f,252,3,264.32,2,Loyal core (repeat buyers)
d4445639,500,1,135.4,0,Recent one-time
e9404e6a,144,1,71.93,0,Recent one-time
9544b7d7,161,1,103.51,0,Recent one-time
8204c417,968,1,42.63,1,Lapsed one-time
c2e74510,3,1,54.77,0,Recent one-time
970b8fdf,856,1,40.48,1,Lapsed one-time
5cf6f618,223,1,316.74,0,Recent one-time
4e21fb81,853,1,39.78,1,Lapsed one-time
e5110e27,616,1,96.67,1,Lapsed one-time
c60986a1,180,1,89.48,0,Recent one-time
18d52fb2,646,1,99.43,1,Lapsed one-time
3c24db38,1056,1,63.59,1,Lapsed one-time
c9e1aaae,145,1,114.86,0,Recent one-time
cc294365,845,2,43.32,1,Lapsed one-time
c0697b9d,1059,1,52.91,1,Lapsed one-time
338bf36f,295,1,57.98,0,Recent one-time
198c6a09,224,1,115.41,0,Recent one-time
24f1fb96,273,1,83.57,0,Recent one-time
93cab9e0,1013,1,126.21,1,Lapsed one-time
d495bd94,244,1,152.74,0,Recent one-time
368873d6,745,1,67.51,1,Lapsed one-time
20d36e9a,197,1,81.59,0,Recent one-time
9d9f86eb,799,1,66.32,1,Lapsed one-time
3ce707d0,932,1,44.08,1,Lapsed one-time
cab93c8e,567,1,86.84,1,Lapsed one-time
b9309901,997,1,50.87,1,Lapsed one-time
f85adbc1,1065,1,38.97,1,Lapsed one-time
813734a1,609,1,98.55,1,Lapsed one-time
46ee68ae,887,1,51.35,1,Lapsed one-time
0ef44a28,56,1,69.31,0,Recent one-time
9c80281f,65,1,86.94,0,Recent one-time
6c8ffe13,791,1,148.89,1,Lapsed one-time
bdd00183,20,1,130.22,0,Recent one-time
fcf1801f,579,1,120.88,0,Recent one-time
531c111a,271,1,80.67,0,Recent one-time
eb096583,687,1,60.78,1,Lapsed one-time
19873105,290,2,193.59,2,Loyal core (repeat buyers)
11034cb6,621,1,55.18,1,Lapsed one-time
52bc262b,101,1,88.26,0,Recent one-time
7cffc4d6,815,1,50.16,1,Lapsed one-time
555ec6a7,267,1,125.97,0,Recent one-time
d5e334c1,459,1,98.6,0,Recent one-time
cd6faf1b,836,1,110.37,1,Lapsed one-time
df5ff900,300,2,82.17,2,Loyal core (repeat buyers)
102bfe74,576,1,55.29,1,Lapsed one-time
2e78683f,198,1,95.5,0,Recent one-time
9320c91b,1047,1,52.67,1,Lapsed one-time
93ab8a31,39,1,99.69,0,Recent one-time
dcb8a698,1043,1,7.58,1,Lapsed one-time
7e7f850d,610,1,33.67,1,Lapsed one-time
d9193e0c,654,1,55.62,1,Lapsed one-time
e4c193d2,1023,1,43.54,1,Lapsed one-time
ecd866e2,922,1,49.08,1,Lapsed one-time
6b3578a2,250,1,82.86,0,Recent one-time
9362db4a,647,1,253.13,0,Recent one-time
feaf1d94,147,1,72.77,0,Recent one-time
39a82930,623,1,99.5,1,Lapsed one-time
26c200bc,557,1,54.74,1,Lapsed one-time
ad014419,257,2,190.17,2,Loyal core (repeat buyers)
65f51c2d,986,1,63.95,1,Lapsed one-time
31ebfd92,363,2,105.08,2,Loyal core (repeat buyers)
e0756e1c,184,1,82.56,0,Recent one-time
4bfb1dd9,484,1,159.83,0,Recent one-time
1ee15206,564,1,55.21,1,Lapsed one-time
dfb5b03f,590,1,55.12,1,Lapsed one-time
4bff50bd,843,1,57.9,1,Lapsed one-time
4f3334b7,421,1,67.09,0,Recent one-time
bdcfb690,1019,1,66.21,1,Lapsed one-time
9ab976c6,220,1,71.18,0,Recent one-time
2b6a3728,638,1,98.68,1,Lapsed one-time
c32019b5,634,1,96.58,1,Lapsed one-time
2e74e91c,227,2,216.81,2,Loyal core (repeat buyers)
1942daf1,249,1,128.15,0,Recent one-time
89964267,58,1,102.45,0,Recent one-time
60507953,871,1,47.02,1,Lapsed one-time
98ebdbef,248,1,120.37,0,Recent one-time
7921de85,395,1,72.24,0,Recent one-time
d501bc67,444,2,127.89,2,Loyal core (repeat buyers)
e45fda8e,281,1,50.42,0,Recent one-time
80ce2e74,829,1,79.73,1,Lapsed one-time
b5ed4457,95,2,102.24,2,Loyal core (repeat buyers)
9bffb592,543,2,173.51,2,Loyal core (repeat buyers)
fb68e4d6,235,1,28.91,0,Recent one-time
da71af99,275,2,104.47,2,Loyal core (repeat buyers)
d989d641,119,1,92.28,0,Recent one-time
af823df3,186,1,116.61,0,Recent one-time
881f31c9,90,1,55.04,0,Recent one-time
67bd40c1,385,1,51.63,0,Recent one-time
5a6b0b2b,21,1,83.24,0,Recent one-time
46442aa9,575,1,54.18,1,Lapsed one-time
de5a00cb,132,2,219.35,2,Loyal core (repeat buyers)
39d3e747,196,1,54.37,0,Recent one-time
1845b9af,897,1,41.2,1,Lapsed one-time
121367f0,438,1,148.89,0,Recent one-time
87d03e18,543,1,87.94,0,Recent one-time
8dda1e43,813,1,82.9,1,Lapsed one-time
770cfb01,552,1,53.83,1,Lapsed one-time
5fedc6c7,1020,1,51.35,1,Lapsed one-time
6d1dfa28,575,3,507.92,2,Loyal core (repeat buyers)
4c19c8b0,542,1,54.99,1,Lapsed one-time
87e9f6da,514,1,79.74,0,Recent one-time
23541710,1044,1,7.72,1,Lapsed one-time
3eb39e9b,1005,1,52.24,1,Lapsed one-time
bd3734df,534,1,53.76,1,Lapsed one-time
21d5faf3,915,1,48.81,1,Lapsed one-time
f17e8543,316,1,151.07,0,Recent one-time
7a35d46d,412,1,77.02,0,Recent one-time
7272b5ce,814,1,99.1,1,Lapsed one-time
7836e9ed,283,1,75.69,0,Recent one-time
5834aaca,591,1,54.13,1,Lapsed one-time
f1c6a4b8,678,1,47.97,1,Lapsed one-time
22350d05,541,1,54.01,1,Lapsed one-time
1c5b4e38,234,1,84.88,0,Recent one-time
bee0a0c5,438,1,142.82,0,Recent one-time
99fb1b22,914,1,43.62,1,Lapsed one-time
4f3968cc,205,1,94.91,0,Recent one-time
fd286d2e,632,1,86.13,1,Lapsed one-time
a0c85e9d,235,2,206.46,2,Loyal core (repeat buyers)
b11a9f71,1014,1,126.21,1,Lapsed one-time
66fe651f,322,1,147.6,0,Recent one-time
88196b69,221,1,29.26,0,Recent one-time
81781eec,205,1,54.05,0,Recent one-time
2bd99af0,563,1,55.18,1,Lapsed one-time
346d00ca,480,1,79.22,0,Recent one-time
10a0a018,189,1,104.12,0,Recent one-time
933160cf,743,1,31.71,1,Lapsed one-time
d7d196ec,563,1,94.29,0,Recent one-time
ddabd26e,47,1,149.95,0,Recent one-time
c0940e40,909,1,202.45,1,Lapsed one-time
9112f67e,36,1,84.69,0,Recent one-time
b207ea5b,206,1,84.22,0,Recent one-time
a96dd2cc,569,1,34.01,1,Lapsed one-time
e77fa975,281,1,197.37,0,Recent one-time
d0f81d88,179,1,52.86,0,Recent one-time
143b29de,160,3,220.55,2,Loyal core (repeat buyers)
cd9de07d,582,1,53.08,1,Lapsed one-time
b248c027,1055,1,150.0,1,Lapsed one-time
d6c863cf,121,1,50.04,0,Recent one-time
88bd481f,254,2,464.41,2,Loyal core (repeat buyers)
b890669f,218,1,127.89,0,Recent one-time
fc942605,137,1,81.73,0,Recent one-time
8551dc92,914,1,38.78,1,Lapsed one-time
f5e5ae82,581,1,52.85,1,Lapsed one-time
28900e1a,232,1,115.03,0,Recent one-time
418e6b9e,848,1,84.79,1,Lapsed one-time
cf113fd5,556,1,34.55,1,Lapsed one-time
158ef3d7,1049,1,7.44,1,Lapsed one-time
5e4d0755,54,1,128.8,0,Recent one-time
b23ba6b3,646,1,31.47,1,Lapsed one-time
883d1791,541,1,140.8,0,Recent one-time
69120a49,365,1,111.67,0,Recent one-time
6ae6a9a2,493,1,90.08,0,Recent one-time
4f91d977,401,1,57.48,0,Recent one-time
d86c1f72,133,1,113.97,0,Recent one-time
6eb0dd48,209,1,128.97,0,Recent one-time
4624d12e,467,1,108.84,0,Recent one-time
efd2aecc,547,1,60.63,1,Lapsed one-time
f483721c,846,2,102.5,2,Loyal core (repeat buyers)
a4fda266,1012,1,50.99,1,Lapsed one-time
807e0208,862,1,50.09,1,Lapsed one-time
c0679c3a,223,1,168.7,0,Recent one-time
4e0a2a24,623,1,148.19,0,Recent one-time
8ad0cdf4,642,1,56.47,1,Lapsed one-time
7d888668,539,1,55.55,1,Lapsed one-time
f2b598e6,149,1,87.33,0,Recent one-time
256b6652,251,1,82.65,0,Recent one-time
1fe623f4,612,1,53.83,1,Lapsed one-time
4d90b5c7,641,1,45.52,1,Lapsed one-time
3a2b232d,559,1,55.5,1,Lapsed one-time
9d78a2ac,387,1,82.56,0,Recent one-time
cbb80052,64,1,82.94,0,Recent one-time
c3378161,132,1,99.38,0,Recent one-time
a38e8b6c,180,1,50.51,0,Recent one-time
e26e6fdd,246,1,51.3,0,Recent one-time
e33ddc95,326,1,89.78,0,Recent one-time
d40ef902,290,1,68.87,0,Recent one-time
4e55fc91,277,1,49.39,0,Recent one-time
c06b462c,676,1,137.98,1,Lapsed one-time
8ac160fc,547,1,53.79,1,Lapsed one-time
fd504aa0,351,1,98.1,0,Recent one-time
ae3bfeb3,536,2,133.98,2,Loyal core (repeat buyers)
db3a634c,0,2,157.42,2,Loyal core (repeat buyers)
b3cfb3ed,141,2,261.71,2,Loyal core (repeat buyers)
fe833d24,196,1,83.48,0,Recent one-time
53bdb8cf,177,1,79.43,0,Recent one-time
aa49d6e1,45,2,150.36,2,Loyal core (repeat buyers)
b5b1fa7a,872,1,47.02,1,Lapsed one-time
2b60d988,745,1,56.08,1,Lapsed one-time
c99a1224,690,1,37.09,1,Lapsed one-time
ac4de7b6,892,1,38.37,1,Lapsed one-time
0572ef2c,531,1,54.53,1,Lapsed one-time
c415c063,27,1,100.68,0,Recent one-time
0768e95f,64,1,94.71,0,Recent one-time
14eeb105,206,1,80.89,0,Recent one-time
48dd2b1f,107,1,140.93,0,Recent one-time
cda137e0,246,1,102.54,0,Recent one-time
244327d7,580,1,50.81,1,Lapsed one-time
9e1569bb,874,1,46.54,1,Lapsed one-time
ec036ada,284,1,61.76,0,Recent one-time
49c1b400,236,1,74.09,0,Recent one-time
50c33341,615,1,154.85,0,Recent one-time
5c079447,1030,1,45.78,1,Lapsed one-time
a5d704db,47,1,170.16,0,Recent one-time
fef64f8a,292,1,104.49,0,Recent one-time
648044a8,838,2,74.95,2,Loyal core (repeat buyers)
3fdf16b2,355,1,97.08,0,Recent one-time
9320d8fa,790,2,149.76,2,Loyal core (repeat buyers)
decaffb8,284,1,84.59,0,Recent one-time
5611137d,448,2,101.25,2,Loyal core (repeat buyers)
f50629ac,18,2,71.19,2,Loyal core (repeat buyers)
6e64b8da,36,1,85.18,0,Recent one-time
72fad613,36,1,116.73,0,Recent one-time
db14a36e,723,1,125.51,1,Lapsed one-time
b126374a,120,1,145.06,0,Recent one-time
8d098b63,226,1,229.76,0,Recent one-time
88ee7971,171,1,90.86,0,Recent one-time
15a9962c,189,4,327.58,2,Loyal core (repeat buyers)
41c58a6a,243,1,39.61,0,Recent one-time
9b904a21,622,1,31.15,1,Lapsed one-time
bc601cba,250,1,47.19,0,Recent one-time
58cd4123,170,1,28.66,0,Recent one-time
a7af4f70,568,1,54.66,1,Lapsed one-time
6d83e4f7,542,1,33.28,1,Lapsed one-time
d78c4374,542,1,54.31,1,Lapsed one-time
7cdb67b7,173,1,118.79,0,Recent one-time
11ac181d,543,1,54.23,1,Lapsed one-time
1d8f62ee,204,1,77.01,0,Recent one-time
1cee9b01,1028,1,108.4,1,Lapsed one-time
88ee9929,98,1,98.78,0,Recent one-time
c14d25a2,603,1,56.09,1,Lapsed one-time
3de66c35,873,1,46.54,1,Lapsed one-time
704f09d2,1031,1,108.07,1,Lapsed one-time
74cfac58,143,1,50.21,0,Recent one-time
2b31996d,1006,1,50.87,1,Lapsed one-time
24dc2a7a,228,1,30.65,0,Recent one-time
dd8b4e99,257,1,51.01,0,Recent one-time
3df8890c,902,1,49.6,1,Lapsed one-time
3e0ef246,1058,1,51.35,1,Lapsed one-time
bf025879,722,1,59.26,1,Lapsed one-time
9f9e1e4f,629,1,99.54,1,Lapsed one-time
56fdee3d,813,1,75.66,1,Lapsed one-time
9fb61dda,223,2,105.12,2,Loyal core (repeat buyers)
03acef2d,352,1,234.87,0,Recent one-time
3a12e62e,310,1,54.14,0,Recent one-time
00556cd7,64,2,287.17,2,Loyal core (repeat buyers)
bdce2678,202,1,31.8,0,Recent one-time
8ee6b428,260,1,84.38,0,Recent one-time
fb267f64,0,2,153.85,2,Loyal core (repeat buyers)
d1e99d3b,931,1,38.37,1,Lapsed one-time
0a4ba200,286,1,100.79,0,Recent one-time
4154b9cc,997,1,97.86,1,Lapsed one-time
acd7cb00,10,1,30.63,0,Recent one-time
8b8f3220,627,1,49.56,1,Lapsed one-time
faa22870,544,1,33.77,1,Lapsed one-time
fb4aecf8,491,1,146.7,0,Recent one-time
afc2e992,339,1,97.15,0,Recent one-time
578cb4d7,1037,1,46.21,1,Lapsed one-time
0400b903,580,1,35.05,1,Lapsed one-time
1789f6eb,655,1,58.84,1,Lapsed one-time
8dcc19a2,1017,1,150.45,1,Lapsed one-time
74a2130d,297,1,53.12,0,Recent one-time
3ef1be23,323,1,92.69,0,Recent one-time
a65d504d,394,1,34.95,1,Lapsed one-time
b7f3f129,441,3,280.62,2,Loyal core (repeat buyers)
c7c58f4d,342,1,120.4,0,Recent one-time
195337dd,1010,1,92.28,1,Lapsed one-time
2cdb9dc0,284,1,88.02,0,Recent one-time
36dd2e39,346,1,66.42,0,Recent one-time
2751d74a,386,1,67.31,0,Recent one-time
988f9964,783,1,60.97,1,Lapsed one-time
04239102,233,1,34.28,0,Recent one-time
16b6bc6a,533,1,54.23,1,Lapsed one-time
3f68e55a,567,1,48.26,1,Lapsed one-time
b0592848,1026,2,53.2,1,Lapsed one-time
29d3ede8,273,1,159.23,0,Recent one-time
2bf786b4,20,1,131.65,0,Recent one-time
6e867914,1042,1,7.56,1,Lapsed one-time
1e4958d9,497,1,79.08,0,Recent one-time
847281d9,258,1,89.98,0,Recent one-time
2c68b1b1,590,1,49.56,1,Lapsed one-time
6ad88690,674,7,535.08,2,Loyal core (repeat buyers)
0f26500d,584,3,119.12,2,Loyal core (repeat buyers)
f8399897,1038,1,64.19,1,Lapsed one-time
759b2a4e,852,2,125.5,2,Loyal core (repeat buyers)
6398de74,1009,1,44.3,1,Lapsed one-time
b7ef3e2f,959,1,48.85,1,Lapsed one-time
b3719e86,922,1,56.18,1,Lapsed one-time
995f03ff,203,1,81.59,0,Recent one-time
fefca313,242,1,82.0,0,Recent one-time
d0585f1f,311,1,55.71,0,Recent one-time
80331c02,150,1,51.26,0,Recent one-time
a5ee767d,263,1,172.05,0,Recent one-time
ae53b988,717,1,54.78,1,Lapsed one-time
18e68458,197,1,75.73,0,Recent one-time
924f0c05,796,1,61.46,1,Lapsed one-time
ac0b2cc6,496,1,105.8,0,Recent one-time
03b5ee5c,70,1,102.05,0,Recent one-time
c5e6cdac,253,1,81.84,0,Recent one-time
19c8e229,368,1,111.7,0,Recent one-time
d77d85ef,83,1,44.14,0,Recent one-time
10206a06,777,1,55.17,1,Lapsed one-time
2f6cb091,598,1,54.5,1,Lapsed one-time
c05b4427,221,1,104.71,0,Recent one-time
eba1d283,467,1,85.86,0,Recent one-time
6f304487,915,1,52.91,1,Lapsed one-time
f83d8702,631,1,151.64,0,Recent one-time
2f9f7101,846,1,28.17,1,Lapsed one-time
de500ad1,631,1,184.64,0,Recent one-time
5ae6083d,190,1,94.91,0,Recent one-time
d50d1068,222,1,33.16,0,Recent one-time
b9030f99,343,1,31.49,1,Lapsed one-time
